violation_county,street_name,house_number,full_address,lat,lon
K,18th Ave,7512,"7512 18th Ave, K, NYC",40.613214,-73.996499
Q,Northern Blvd,135-07,"135-07 Northern Blvd, Q, NYC",40.76311,-73.83283
Q,Woodside Ave,39-17,"39-17 Woodside Ave, Q, NYC",40.748492,-73.909827
BX,Hennessy Pl,1920,"1920 Hennessy Pl, BX, NYC",40.854861,-73.914984
K,Ashland Pl,300,"300 Ashland Pl, K, NYC",40.686252,-73.978398
NY,W 106th St,161,"161 W 106th St, NY, NYC",40.80044,-73.96531
NY,W 181st St,540,"540 W 181st St, NY, NYC",40.848718,-73.932632
Bronx,HOE AVENUE,1010,"1010 HOE AVENUE, Bronx, NYC",40.823578,-73.890332
Q,78th St,15542,"15542 78th St, Q, NYC",40.66259,-73.855601
NY,Pine St,20,"20 Pine St, NY, NYC",40.707617,-74.009807
Q,Liberty Ave,109-18,"109-18 Liberty Ave, Q, NYC",40.684103,-73.832194
NY,Laguardia Pl,E,"E Laguardia Pl, NY, NYC",40.717271,-73.985608
K,S Elliott Pl,N,"N S Elliott Pl, K, NYC",40.687087,-73.975577
K,3rd Ave,943,"943 3rd Ave, K, NYC",40.65557,-74.00594
Kings,EAST 86 STREET,617,"617 EAST 86 STREET, Kings, NYC",40.641362,-73.911946
Bronx,FORT INDEPENDENCE ST,3326,"3326 FORT INDEPENDENCE ST, Bronx, NYC",40.878799,-73.899207
K,N 3rd St,159,"159 N 3rd St, K, NYC",40.715332,-73.959568
BX,Viele Ave,S,"S Viele Ave, BX, NYC",40.80682,-73.88474
NY,W 124th St,243,"243 W 124th St, NY, NYC",40.80912,-73.950532
Q,Steinway St,32-36,"32-36 Steinway St, Q, NYC",40.758128,-73.919887
NY,E 60th St,16,"16 E 60th St, NY, NYC",40.764204,-73.971302
NY,E 71st St,166,"166 E 71st St, NY, NYC",40.769214,-73.961947
NY,W 81st St,140,"140 W 81st St, NY, NYC",40.78375,-73.97626
NY,Broadway,2282,"2282 Broadway, NY, NYC",40.785829,-73.97818
BX,E 171st St,N,"N E 171st St, BX, NYC",40.838483,-73.909222
NY,Lafayette St,E,"E Lafayette St, NY, NYC",40.721882,-73.997552
NY,W 39th St,55,"55 W 39th St, NY, NYC",40.752813,-73.984809
NY,Suffolk St,150,"150 Suffolk St, NY, NYC",40.721672,-73.984706
Q,102nd St,33-17,"33-17 102nd St, Q, NYC",40.75694,-73.866277
Kings,MASPETH AVENUE,308,"308 MASPETH AVENUE, Kings, NYC",40.71776,-73.93205
Q,Talbot St,84-19,"84-19 Talbot St, Q, NYC",40.70835,-73.82712
NY,W 13th St,60,"60 W 13th St, NY, NYC",40.736262,-73.996811
NY,W 190 ST,601,"601 W 190 ST, NY, NYC",40.855172,-73.929935
K,Flatbush Ave,750,"750 Flatbush Ave, K, NYC",40.654557,-73.959856
BX,Beach Ave,1125,"1125 Beach Ave, BX, NYC",40.828548,-73.865834
Q,Main St,36-45,"36-45 Main St, Q, NYC",40.76214,-73.831278
BX,E 149th St,383,"383 E 149th St, BX, NYC",40.816413,-73.918395
Kings,EMPIRE BOULEVARD,270,"270 EMPIRE BOULEVARD, Kings, NYC",40.663581,-73.953022
NY,W 112th St,297,"297 W 112th St, NY, NYC",40.80182,-73.95686
NY,E 112th St,317,"317 E 112th St, NY, NYC",40.794168,-73.938939
Kings,10 STREET,242,"242 10 STREET, Kings, NYC",40.60308,-73.75167
K,Brighton 11th St,168,"168 Brighton 11th St, K, NYC",40.578955,-73.958728
NY,E 102nd St,35,"35 E 102nd St, NY, NYC",40.791309,-73.951722
K,Ocean Pky,1616,"1616 Ocean Pky, K, NYC",40.609102,-73.968127
NY,9th Ave,221,"221 9th Ave, NY, NYC",40.746901,-74.001256
K,Palmetto St,248,"248 Palmetto St, K, NYC",40.695533,-73.914667
NY,W 39th St,315,"315 W 39th St, NY, NYC",40.755884,-73.992123
Qns,JAMAICA AVENUE,102-26,"102-26 JAMAICA AVENUE, Qns, NYC",40.695011,-73.844401
NY,3rd Ave,1497,"1497 3rd Ave, NY, NYC",40.77769,-73.954491
K,Fulton St,1413,"1413 Fulton St, K, NYC",40.68029,-73.944579
Bronx,WHITE PLAINS ROAD,4813,"4813 WHITE PLAINS ROAD, Bronx, NYC",40.906161,-73.84941
Bronx,GARRISON AVENUE,1314,"1314 GARRISON AVENUE, Bronx, NYC",40.82092,-73.88702
Qns,JAMAICA AVENUE,92-08,"92-08 JAMAICA AVENUE, Qns, NYC",40.693288,-73.852892
BX,Taylor Ave,1428,"1428 Taylor Ave, BX, NYC",40.836201,-73.865909
BX,DAVIDSON AVE,2430,"2430 DAVIDSON AVE, BX, NYC",40.8624,-73.902385
Q,Junction Blvd,E,"E Junction Blvd, Q, NYC",40.69325,-73.73328
NY,Fort Washington Ave,400,"400 Fort Washington Ave, NY, NYC",40.84841,-73.93912
K,52nd St,N,"N 52nd St, K, NYC",40.746235,-73.91238
NY,Lafayette St,416,"416 Lafayette St, NY, NYC",40.72878,-73.992786
NY,University Pl,67,"67 University Pl, NY, NYC",40.732919,-73.993472
NY,W 13th St,230,"230 W 13th St, NY, NYC",40.73839,-74.001747
NY,W 115th St,S,"S W 115th St, NY, NYC",40.804045,-73.956571
Bronx,MIDDLETOWN ROAD,2814,"2814 MIDDLETOWN ROAD, Bronx, NYC",40.843247,-73.836109
NY,W 66th St,N,"N W 66th St, NY, NYC",40.774679,-73.984131
K,13th Ave,5403,"5403 13th Ave, K, NYC",40.63202,-73.99504
Q,34th Ave,150-20,"150-20 34th Ave, Q, NYC",40.767285,-73.814746
Q,Steinway St,28-23,"28-23 Steinway St, Q, NYC",40.764742,-73.914025
K,Lincoln Rd,33,"33 Lincoln Rd, K, NYC",40.660844,-73.961762
K,Lexington Ave,893,"893 Lexington Ave, K, NYC",40.690758,-73.925118
Kings,COLUMBIA STREET,213,"213 COLUMBIA STREET, Kings, NYC",40.684771,-74.002568
BX,University Ave,1711,"1711 University Ave, BX, NYC",40.84963,-73.917218
K,Skillman St,141,"141 Skillman St, K, NYC",40.694026,-73.95678
K,E 46 ST,1289,"1289 E 46 ST, K, NYC",40.75534,-73.97797
Q,Elbertson St,40-18,"40-18 Elbertson St, Q, NYC",40.747635,-73.87936
NY,W 42nd St,476,"476 W 42nd St, NY, NYC",40.759228,-73.994969
K,Bergen St,W,"W Bergen St, K, NYC",40.676141,-73.95087
Q,43rd Ave,51-19,"51-19 43rd Ave, Q, NYC",40.744433,-73.912884
Q,Queens Blvd,120-36,"120-36 Queens Blvd, Q, NYC",40.713325,-73.829294
Q,53rd St,41-22,"41-22 53rd St, Q, NYC",40.745078,-73.911616
BX,E 162 ST,265,"265 E 162 ST, BX, NYC",40.82671,-73.9182
BX,W 238th St,S,"S W 238th St, BX, NYC",40.886337,-73.902891
Q,Jamaica Ave,90-07,"90-07 Jamaica Ave, Q, NYC",40.69311,-73.85446
K,Park Pl,1809,"1809 Park Pl, K, NYC",40.67177,-73.917509
Q,146th St,30-30,"30-30 146th St, Q, NYC",40.769859,-73.821877
Q,Beach 19th St,W,"W Beach 19th St, Q, NYC",40.598269,-73.75287
NY,WEST 211 STREET,512,"512 WEST 211 STREET, NY, NYC",40.867681,-73.91864
Q,71st Rd,14101,"14101 71st Rd, Q, NYC",40.726947,-73.824289
NY,W 184th St,602,"602 W 184th St, NY, NYC",40.851142,-73.932789
NY,Lexington Ave,1434,"1434 Lexington Ave, NY, NYC",40.784349,-73.952278
NY,E 102 ST,159,"159 E 102 ST, NY, NYC",40.78968,-73.947713
Q,184 ST,56-17,"56-17 184 ST, Q, NYC",40.5832,-73.82134
NY,Broadway,55,"55 Broadway, NY, NYC",40.878251,-73.905508
K,ADAMS ST,300,"300 ADAMS ST, K, NYC",40.579236,-74.098537
K,Hampton Ave,S,"S Hampton Ave, K, NYC",40.638981,-73.899153
BX,Westervelt Ave,W,"W Westervelt Ave, BX, NYC",40.862318,-73.839891
NY,5th Ave,1428,"1428 5th Ave, NY, NYC",40.801282,-73.946411
Q,Jordan St,29-37,"29-37 Jordan St, Q, NYC",40.769779,-73.790218
K,Hausman St,7,"7 Hausman St, K, NYC",40.724021,-73.938758
NY,Waverly Pl,N,"N Waverly Pl, NY, NYC",40.732329,-73.998844
NY,W 37th St,347,"347 W 37th St, NY, NYC",40.75508,-73.994
Q,34th St,31-15,"31-15 34th St, Q, NYC",40.762684,-73.92121
BX,E 176th St,205,"205 E 176th St, BX, NYC",40.847672,-73.905995
Q,Hillside Ave,E,"E Hillside Ave, Q, NYC",40.738374,-73.703486
NY,W 126th St,59,"59 W 126th St, NY, NYC",40.808161,-73.943824
NY,LENOX AV,506,"506 LENOX AV, NY, NYC",40.814284,-73.940128
NY,W 39th St,S,"S W 39th St, NY, NYC",40.755504,-73.991576
NY,Market Slip,E,"E Market Slip, NY, NYC",40.710093,-73.994095
K,ASHFORD ST,302,"302 ASHFORD ST, K, NYC",40.67505,-73.885603
BX,Hull Ave,3090,"3090 Hull Ave, BX, NYC",40.87224,-73.878242
NY,E 44th St,310,"310 E 44th St, NY, NYC",40.750706,-73.970588
Q,163rd St,89-58,"89-58 163rd St, Q, NYC",40.705466,-73.797429
BX,E 142nd St,691,"691 E 142nd St, BX, NYC",40.808435,-73.911727
Q,133 ST,121-12,"121-12 133 ST, Q, NYC",40.69928,-73.81767
NY,W 33rd St,23,"23 W 33rd St, NY, NYC",40.748388,-73.986234
K,Church Ave,2223,"2223 Church Ave, K, NYC",40.65056,-73.957946
Q,70th Rd,107-40,"107-40 70th Rd, Q, NYC",40.721852,-73.845051
Q,35th Ave,S,"S 35th Ave, Q, NYC",40.77509,-73.74948
BX,STARLING AVE,2096,"2096 STARLING AVE, BX, NYC",40.835832,-73.85533
Q,37th Ave,88-03,"88-03 37th Ave, Q, NYC",40.750471,-73.87856
Kings,JORALEMON STREET,58,"58 JORALEMON STREET, Kings, NYC",40.693407,-73.99741
BX,White Plains Rd,3616,"3616 White Plains Rd, BX, NYC",40.87948,-73.864859
NY,Frederick Douglass B,2410,"2410 Frederick Douglass B, NY, NYC",40.812791,-73.948718
Q,Guy R Brewer Blvd,92-18,"92-18 Guy R Brewer Blvd, Q, NYC",40.703928,-73.796699
Qns,JAMAICA AVENUE,84-45,"84-45 JAMAICA AVENUE, Qns, NYC",40.692669,-73.859355
NY,Barrow St,23,"23 Barrow St, NY, NYC",40.732438,-74.002866
BX,JEROME AVENUE,1001,"1001 JEROME AVENUE, BX, NYC",40.831057,-73.927145
Qns,SEABURY STREET,53-04,"53-04 SEABURY STREET, Qns, NYC",40.735646,-73.878222
NY,W 106th St,135,"135 W 106th St, NY, NYC",40.800151,-73.96445
K,Russell St,167,"167 Russell St, K, NYC",40.726305,-73.944856
BX,University Ave,2630,"2630 University Ave, BX, NYC",40.867859,-73.901204
NY,Columbus Ave,620,"620 Columbus Ave, NY, NYC",40.789325,-73.970451
K,Wilson Ave,229,"229 Wilson Ave, K, NYC",40.698726,-73.92183
NY,Morton St,68,"68 Morton St, NY, NYC",40.730795,-74.006357
K,NEW KIRK AVENUE,905,"905 NEW KIRK AVENUE, K, NYC",40.633178,-73.968809
NY,W 23rd St,28,"28 W 23rd St, NY, NYC",40.741911,-73.990909
BX,E Tremont Ave,2380,"2380 E Tremont Ave, BX, NYC",40.842189,-73.854371
NY,WEST 83 STREET,2,"2 WEST 83 STREET, NY, NYC",40.7834,-73.97115
K,Putnam Ave,340,"340 Putnam Ave, K, NYC",40.684103,-73.947705
NY,Broadway,658,"658 Broadway, NY, NYC",40.72691,-73.99508
NY,Prince St,32,"32 Prince St, NY, NYC",40.722928,-73.995146
K,Lefferts Pl,147,"147 Lefferts Pl, K, NYC",40.68081,-73.95771
NY,Bethune St,24,"24 Bethune St, NY, NYC",40.737106,-74.007144
NY,Mott St,42C,"42C Mott St, NY, NYC",40.715335,-73.998605
Kings,ATLANTIC AVENUE,316,"316 ATLANTIC AVENUE, Kings, NYC",40.688056,-73.988345
NY,5th Ave,119,"119 5th Ave, NY, NYC",40.73911,-73.991016
Q,Myrtle Ave,6093,"6093 Myrtle Ave, Q, NYC",40.700911,-73.894968
NY,W 26th St,237,"237 W 26th St, NY, NYC",40.746864,-73.995904
Q,Liverpool St,S,"S Liverpool St, Q, NYC",40.69282,-73.803439
Bronx,RESERVOIR OVAL,3380,"3380 RESERVOIR OVAL, Bronx, NYC",40.87837,-73.875189
Q,61st St,5653,"5653 61st St, Q, NYC",40.723576,-73.904271
Bronx,FINDLAY AVENUE,1256,"1256 FINDLAY AVENUE, Bronx, NYC",40.833839,-73.911454
K,MANHATTAN AVE,1067,"1067 MANHATTAN AVE, K, NYC",40.735248,-73.955359
Q,132nd St,133-11,"133-11 132nd St, Q, NYC",40.668818,-73.80661
NY,W 72nd St,243,"243 W 72nd St, NY, NYC",40.779479,-73.983101
NY,Forsyth St,212,"212 Forsyth St, NY, NYC",40.722981,-73.990273
Q,Myrtle Ave,60-85,"60-85 Myrtle Ave, Q, NYC",40.700926,-73.89527
Q,Main St,37-19,"37-19 Main St, Q, NYC",40.761156,-73.830629
K,EAST 12 ST,2292,"2292 EAST 12 ST, K, NYC",40.594077,-73.959635
BX,Hutchinson River Pky,1940,"1940 Hutchinson River Pky, BX, NYC",40.851543,-73.835948
K,State St,416,"416 State St, K, NYC",40.687077,-73.983609
NY,W 57th St,353,"353 W 57th St, NY, NYC",40.767961,-73.984964
Kings,62 STREET,1046,"1046 62 STREET, Kings, NYC",40.6335,-74.00979
NY,W 11th St,207,"207 W 11th St, NY, NYC",40.736604,-74.001623
K,Coney Island Ave,2620,"2620 Coney Island Ave, K, NYC",40.575783,-73.959486
K,Bushwick Ave,S,"S Bushwick Ave, K, NYC",40.638981,-73.899153
NY,Fort Washington Ave,615,"615 Fort Washington Ave, NY, NYC",40.855698,-73.936838
NY,Canal St,336,"336 Canal St, NY, NYC",40.72022,-74.003363
BX,Bronx Park East,2190,"2190 Bronx Park East, BX, NYC",40.8573,-73.870978
NY,W 17th St,50,"50 W 17th St, NY, NYC",40.738793,-73.994715
NY,St Marks Pl,98,"98 St Marks Pl, NY, NYC",40.727193,-73.984821
K,Ocean Ave,2055,"2055 Ocean Ave, K, NYC",40.611915,-73.953426
Kings,BAY 23 STREET,205,"205 BAY 23 STREET, Kings, NYC",40.60323,-74.0005
Kings,14 AVENUE,5914,"5914 14 AVENUE, Kings, NYC",40.78553,-73.85892
BX,Waring Ave,S,"S Waring Ave, BX, NYC",40.861037,-73.85069
Q,41st Rd,133-12,"133-12 41st Rd, Q, NYC",40.756515,-73.830784
NY,W 72nd St,139,"139 W 72nd St, NY, NYC",40.778159,-73.980102
Q,Queens Blvd,47-11,"47-11 Queens Blvd, Q, NYC",40.743337,-73.917134
NY,E 96th St,205,"205 E 96th St, NY, NYC",40.785128,-73.948787
Bronx,EAST 174 STREET,340,"340 EAST 174 STREET, Bronx, NYC",40.844328,-73.903892
NY,Broadway,2643,"2643 Broadway, NY, NYC",40.797536,-73.970066
K,Brighton 5th St,W,"W Brighton 5th St, K, NYC",40.57847,-73.962773
NY,W 38th St,48,"48 W 38th St, NY, NYC",40.751736,-73.985018
Bronx,EAST BURNSIDE AVENUE,292,"292 EAST BURNSIDE AVENUE, Bronx, NYC",40.850715,-73.901625
NY,7th Ave,190,"190 7th Ave, NY, NYC",40.74304,-73.996648
K,Albemarle Rd,129,"129 Albemarle Rd, K, NYC",40.645424,-73.978882
K,W 32nd St,3025,"3025 W 32nd St, K, NYC",40.572002,-73.997628
Q,Wexford Ter,175-20,"175-20 Wexford Ter, Q, NYC",40.712669,-73.787068
NY,W 22nd St,S,"S W 22nd St, NY, NYC",40.741192,-73.990813
Kings,WARWICK STREET,644,"644 WARWICK STREET, Kings, NYC",40.667147,-73.884481
K,59th St,2037,"2037 59th St, K, NYC",40.619509,-73.981134
BX,Honeywell Ave,2070,"2070 Honeywell Ave, BX, NYC",40.844131,-73.882797
Qns,JAMAICA AVENUE,95-08,"95-08 JAMAICA AVENUE, Qns, NYC",40.694151,-73.850051
K,Varet St,101,"101 Varet St, K, NYC",40.703344,-73.941464
Q,Beach 116th St,171,"171 Beach 116th St, Q, NYC",40.57915,-73.837022
NY,Lexington Ave,1010,"1010 Lexington Ave, NY, NYC",40.7708,-73.962102
NY,Howard St,32,"32 Howard St, NY, NYC",40.719759,-74.000701
NY,Madison Ave,925,"925 Madison Ave, NY, NYC",40.77277,-73.964439
NY,2nd Ave,E,"E 2nd Ave, NY, NYC",40.782113,-73.94865
NY,1st Ave,1574,"1574 1st Ave, NY, NYC",40.774029,-73.951149
Kings,CARROLL STREET,71,"71 CARROLL STREET, Kings, NYC",40.683014,-74.00299
Bronx,PARK AVENUE,3145,"3145 PARK AVENUE, Bronx, NYC",40.824471,-73.917062
Q,117th St,W,"W 117th St, Q, NYC",40.804034,-73.952346
Kings,DUFFIELD STREET,255,"255 DUFFIELD STREET, Kings, NYC",40.690433,-73.984299
K,44th St,1445,"1445 44th St, K, NYC",40.635945,-73.985711
Q,111th Ave,W,"W 111th Ave, Q, NYC",40.7064,-73.747411
NY,E 76th St,231,"231 E 76th St, NY, NYC",40.771785,-73.957005
BX,METROPOLITAN AVE,1590,"1590 METROPOLITAN AVE, BX, NYC",40.839852,-73.857268
K,Stillwell Ave,2505,"2505 Stillwell Ave, K, NYC",40.58659,-73.983027
BX,Fox St,1018,"1018 Fox St, BX, NYC",40.824184,-73.893752
K,Brighton Beach Ave,309,"309 Brighton Beach Ave, K, NYC",40.57733,-73.963854
Q,Liberty Ave,S,"S Liberty Ave, Q, NYC",40.684453,-73.832981
K,Bristol St,333,"333 Bristol St, K, NYC",40.663302,-73.910891
NY,Columbus Ave,700,"700 Columbus Ave, NY, NYC",40.791944,-73.968542
K,Atlantic Ave,N,"N Atlantic Ave, K, NYC",40.698192,-73.795575
NY,Bond St,S,"S Bond St, NY, NYC",40.910624,-73.845948
Q,Astoria Blvd,86-20,"86-20 Astoria Blvd, Q, NYC",40.76395,-73.882372
Q,Roosevelt Ave,79-14,"79-14 Roosevelt Ave, Q, NYC",40.747221,-73.88611
K,Bedford Ave,170,"170 Bedford Ave, K, NYC",40.558218,-73.913089
K,Pacific St,1013,"1013 Pacific St, K, NYC",40.679608,-73.960322
NY,1st Ave,347,"347 1st Ave, NY, NYC",40.73527,-73.979985
Q,34th Ave,25-17,"25-17 34th Ave, Q, NYC",40.761086,-73.929753
K,Pacific St,1379,"1379 Pacific St, K, NYC",40.677662,-73.946244
K,Park Ave,523,"523 Park Ave, K, NYC",40.763853,-73.968765
Bronx,EAST 176 STREET,800,"800 EAST 176 STREET, Bronx, NYC",40.841875,-73.889502
Q,Corona Ave,108-39,"108-39 Corona Ave, Q, NYC",40.74255,-73.853874
NY,W 116th St,S,"S W 116th St, NY, NYC",40.806381,-73.939825
NY,Lexington Ave,1248,"1248 Lexington Ave, NY, NYC",40.778469,-73.956511
BX,W 236th St,515,"515 W 236th St, BX, NYC",40.886607,-73.907725
NY,COOPER STREET,77,"77 COOPER STREET, NY, NYC",40.868246,-73.921913
BX,Prospect Ave,719,"719 Prospect Ave, BX, NYC",40.81682,-73.903127
Qns,MYRTLE AVENUE,116-05,"116-05 MYRTLE AVENUE, Qns, NYC",40.70033,-73.833551
NY,3 AVENUE,2179,"2179 3 AVENUE, NY, NYC",40.799609,-73.938462
K,Warren St,661,"661 Warren St, K, NYC",40.680535,-73.97821
K,Eastern Pky,763,"763 Eastern Pky, K, NYC",40.669839,-73.94321
Q,107th Ave,N,"N 107th Ave, Q, NYC",40.708801,-73.732387
K,E 96 ST,845,"845 E 96 ST, K, NYC",40.78547,-73.95074
NY,E 62nd St,2,"2 E 62nd St, NY, NYC",40.765932,-73.971409
K,St Marks Ave,1596,"1596 St Marks Ave, K, NYC",40.67305,-73.91425
NY,Broadway,4045,"4045 Broadway, NY, NYC",40.842869,-73.939419
K,Lincoln Pl,53,"53 Lincoln Pl, K, NYC",40.677293,-73.977915
K,18th Ave,3845,"3845 18th Ave, K, NYC",40.633347,-73.971124
Q,HILLSIDE AVE,167-06,"167-06 HILLSIDE AVE, Q, NYC",40.709693,-73.795248
K,Coney Island Ave,2361,"2361 Coney Island Ave, K, NYC",40.59914,-73.96106
NY,Spring St,233,"233 Spring St, NY, NYC",40.725794,-74.004645
K,Avenue U,1244,"1244 Avenue U, K, NYC",40.598389,-73.958576
NY,W 30th St,515,"515 W 30th St, NY, NYC",40.75237,-74.00139
NY,Bowery,260,"260 Bowery, NY, NYC",40.72326,-73.99332
BX,CALHOUN AVE,722,"722 CALHOUN AVE, BX, NYC",40.825909,-73.824223
Q,63rd Dr,10205,"10205 63rd Dr, Q, NYC",40.732688,-73.853716
Q,Austin St,81-14,"81-14 Austin St, Q, NYC",40.7118,-73.832479
BX,Baychester Ave,1324,"1324 Baychester Ave, BX, NYC",40.869841,-73.832254
BX,Andrews Ave,1815,"1815 Andrews Ave, BX, NYC",40.851832,-73.915591
Bronx,EAST 162 STREET,70,"70 EAST 162 STREET, Bronx, NYC",40.828854,-73.92496
BX,Cruger Ave,3219,"3219 Cruger Ave, BX, NYC",40.872149,-73.866358
Qns,COLDEN STREET,45-15,"45-15 COLDEN STREET, Qns, NYC",40.75036,-73.8227
Q,Baxter Ave,82-21,"82-21 Baxter Ave, Q, NYC",40.747291,-73.882823
NY,E 61st St,220,"220 E 61st St, NY, NYC",40.762264,-73.964887
NY,Broome St,244,"244 Broome St, NY, NYC",40.7179,-73.98916
BX,Hicks St,1322,"1322 Hicks St, BX, NYC",40.877572,-73.851272
Q,Linden St,N,"N Linden St, Q, NYC",40.701139,-73.911693
NY,W 20th St,442,"442 W 20th St, NY, NYC",40.745256,-74.00467
K,E 18th St,297,"297 E 18th St, K, NYC",40.644037,-73.961784
Q,Grenfell St,82-62,"82-62 Grenfell St, Q, NYC",40.708861,-73.83114
Kings,TROUTMAN STREET,233,"233 TROUTMAN STREET, Kings, NYC",40.702635,-73.927021
K,Avenue D,1529,"1529 Avenue D, K, NYC",40.674095,-73.779914
Qns,149 ROAD,182-16,"182-16 149 ROAD, Qns, NYC",40.65786,-73.76522
BX,Casals Pl,100,"100 Casals Pl, BX, NYC",40.87929,-73.823599
Q,Forest Pky,86-33,"86-33 Forest Pky, Q, NYC",40.692742,-73.860764
NY,W 13th St,25,"25 W 13th St, NY, NYC",40.736054,-73.995591
NY,E 12th St,15,"15 E 12th St, NY, NYC",40.734334,-73.993345
NY,Monroe St,55,"55 Monroe St, NY, NYC",40.71178,-73.99348
NY,Broadway,W,"W Broadway, NY, NYC",40.719915,-74.00579
Q,30th St,W,"W 30th St, Q, NYC",40.77131,-73.845965
K,E 18th St,2610,"2610 E 18th St, K, NYC",40.58806,-73.951625
K,73rd St,1768,"1768 73rd St, K, NYC",40.614872,-73.995309
BX,E 166th St,493,"493 E 166th St, BX, NYC",40.828208,-73.907945
BX,W 174th St,E,"E W 174th St, BX, NYC",40.84699,-73.918345
NY,Madison Ave,220,"220 Madison Ave, NY, NYC",40.749537,-73.98194
Q,92nd St,W,"W 92nd St, Q, NYC",40.791312,-73.971774
K,Neptune Ave,532,"532 Neptune Ave, K, NYC",40.579608,-73.972978
K,Vanderbilt Ave,186,"186 Vanderbilt Ave, K, NYC",40.691963,-73.969793
Qns,149 STREET,40-29,"40-29 149 STREET, Qns, NYC",40.762299,-73.815818
BX,W Tremont Ave,31,"31 W Tremont Ave, BX, NYC",40.851771,-73.911788
K,Olean St,2332,"2332 Olean St, K, NYC",40.614613,-73.950732
NY,W 68th St,N,"N W 68th St, NY, NYC",40.775879,-73.983098
K,Metropolitan Ave,242,"242 Metropolitan Ave, K, NYC",40.714861,-73.959448
Q,Myrtle Ave,59-29,"59-29 Myrtle Ave, Q, NYC",40.700638,-73.898906
Q,37th Ave,135-15,"135-15 37th Ave, Q, NYC",40.761156,-73.832509
Q,81st St,80-26,"80-26 81st St, Q, NYC",40.669966,-73.854218
NY,2nd Ave,1422,"1422 2nd Ave, NY, NYC",40.770174,-73.957064
Q,Northern Blvd,103-20,"103-20 Northern Blvd, Q, NYC",40.757449,-73.86485
Qns,ST FELIX AVENUE,60-35,"60-35 ST FELIX AVENUE, Qns, NYC",40.697306,-73.895392
NY,W 32nd St,128,"128 W 32nd St, NY, NYC",40.749108,-73.990129
Q,Roosevelt Ave,84-09,"84-09 Roosevelt Ave, Q, NYC",40.748034,-73.881697
BX,Bruckner Blvd,26,"26 Bruckner Blvd, BX, NYC",40.807,-73.9283
Q,31st St,36-11,"36-11 31st St, Q, NYC",40.756068,-73.929819
NY,7th Ave S,95,"95 7th Ave S, NY, NYC",40.733029,-74.003001
BX,Wallace Ave,2160,"2160 Wallace Ave, BX, NYC",40.855186,-73.864556
BX,Courtlandt Ave,522,"522 Courtlandt Ave, BX, NYC",40.815911,-73.919618
K,WYCKOFF AVE,17,"17 WYCKOFF AVE, K, NYC",40.706816,-73.922924
NY,W 127th St,464,"464 W 127th St, NY, NYC",40.813227,-73.954404
Q,Manton St,83-53,"83-53 Manton St, Q, NYC",40.71115,-73.820226
BX,Bryant Ave,E,"E Bryant Ave, BX, NYC",40.825586,-73.888742
Q,40th St,43-44,"43-44 40th St, Q, NYC",40.744222,-73.9243
BX,Riverdale Ave,W,"W Riverdale Ave, BX, NYC",40.884328,-73.907539
NY,Amsterdam Ave,2090,"2090 Amsterdam Ave, NY, NYC",40.836957,-73.939365
Q,Metropolitan Ave,118-80,"118-80 Metropolitan Ave, Q, NYC",40.706019,-73.832369
Q,77th St,8613,"8613 77th St, Q, NYC",40.692843,-73.865024
NY,W 13th St,410,"410 W 13th St, NY, NYC",40.740333,-74.006648
Q,37 AVE,3519,"3519 37 AVE, Q, NYC",40.792762,-73.848428
Bronx,WORTHEN STREET,1123,"1123 WORTHEN STREET, Bronx, NYC",40.814243,-73.893993
NY,Waverly Pl,239,"239 Waverly Pl, NY, NYC",40.736641,-74.001921
NY,9th Ave,195,"195 9th Ave, NY, NYC",40.74575,-74.002086
K,E 13th St,1829,"1829 E 13th St, K, NYC",40.604861,-73.959222
R,Laconia Ave,256,"256 Laconia Ave, R, NYC",40.58884,-74.087288
NY,Broadway,2596,"2596 Broadway, NY, NYC",40.795747,-73.970624
Bronx,MOUNT HOPE PLACE,33,"33 MOUNT HOPE PLACE, Bronx, NYC",40.849079,-73.909451
NY,Walker St,133,"133 Walker St, NY, NYC",40.717299,-73.999661
NY,Fredrick Douglas Blv,2851,"2851 Fredrick Douglas Blv, NY, NYC",40.712749,-74.005994
NY,W 163rd St,444,"444 W 163rd St, NY, NYC",40.836011,-73.938857
K,Pacific St,1266,"1266 Pacific St, K, NYC",40.677427,-73.949353
NY,W 45th St,402,"402 W 45th St, NY, NYC",40.760431,-73.991668
Bronx,WALDO AVENUE,3660,"3660 WALDO AVENUE, Bronx, NYC",40.886807,-73.904053
NY,W 117th St,40,"40 W 117th St, NY, NYC",40.801937,-73.947406
Bronx,HOLLERS AVENUE,2345,"2345 HOLLERS AVENUE, Bronx, NYC",40.885175,-73.825539
Q,43rd Ave,21-16,"21-16 43rd Ave, Q, NYC",40.750235,-73.94542
BX,E 153rd St,281,"281 E 153rd St, BX, NYC",40.820392,-73.920819
Q,Main St,41-70,"41-70 Main St, Q, NYC",40.756098,-73.828802
Q,134th St,81-09,"81-09 134th St, Q, NYC",40.71469,-73.82388
Q,119th Ave,218-27,"218-27 119th Ave, Q, NYC",40.692439,-73.743044
Q,61st St,40-37,"40-37 61st St, Q, NYC",40.743661,-73.903319
Q,154th St,35-21,"35-21 154th St, Q, NYC",40.765321,-73.810629
Q,48th Ave,104-61,"104-61 48th Ave, Q, NYC",40.745881,-73.857144
Q,36th Ave,32-04,"32-04 36th Ave, Q, NYC",40.75598,-73.928884
